"","movie_id","title","release_year","budget","revenue","vote_average","collection_id","yearly_rank","rev_adj","bud_adj","profit","profit_adj","is_sequel","movie_order"
"1675",9880,"The Princess Diaries",2001,37000000,165335153,7,107674,22,284513645.894723,63670699.8305723,128335153,220842946.064151,"No",1
"1676",10054,"Spy Kids",2001,35000000,147934180,5.798,86486,23,254569534.30978,60229040.3802711,112934180,194340493.929509,"No",1
"1677",6073,"The Mexican",2001,57000000,147845033,5.9,NA,24,254416127.502272,98087294.3335844,90845033,156328833.168687,"No",1
"1678",9705,"Swordfish",2001,102000000,147080413,6.2,NA,25,253100346.677827,175524631.965361,45080413,77575714.7124657,"No",1
"1679",121,"The Lord of the Rings: The Two Towers",2002,79000000,926287400,8.4,119,1,1569096524.81844,133823072.040769,847287400,1435273452.77767,"Yes",2
"1680",557,"Spider-Man",2002,139000000,821708551,7.303,556,2,1391943830.5948,235460848.274265,682708551,1156482982.32053,"No",1
"1681",1894,"Star Wars: Episode II - Attack of the Clones",2002,120000000,649398328,6.6,10,3,1100056699.12784,203275552.466991,529398328,896781146.660844,"Yes",5
"1682",608,"Men in Black II",2002,140000000,445100000,6.372,86055,4,753982903.358814,237154811.21149,305100000,516828092.147325,"Yes",2
"1683",2675,"Signs",2002,72000000,408200000,6.697,NA,5,691475670.975215,121965331.480195,336200000,569510339.49502,"No",1
"1684",425,"Ice Age",2002,59000000,383257136,7.362,8354,6,649223383.810973,99943813.2962706,324257136,549279570.514702,"No",1
"1685",8346,"My Big Fat Greek Wedding",2002,5000000,368744044,6.494,389767,7,624638743.858437,8469814.68612463,363744044,616168929.172312,"No",1
"1686",180,"Minority Report",2002,102000000,358372926,7.35,NA,8,607070454.348851,172784219.596942,256372926,434286234.751908,"No",1
"1687",640,"Catch Me If You Can",2002,52000000,352114312,7.979,NA,9,596468594.194454,88086072.7356961,300114312,508382521.458758,"No",1
"1688",1574,"Chicago",2002,45000000,306776732,7.117,NA,10,519668414.010984,76228332.1751217,261776732,443440081.835862,"No",1
"1689",818,"Austin Powers in Goldmember",2002,63000000,296938801,5.995,1006,11,503003323.518008,106719665.04517,233938801,396283658.472837,"Yes",3
"1690",7451,"xXx",2002,70000000,277448382,5.937,52785,12,469987276.101023,118577405.605745,207448382,351409870.495278,"No",1
"1691",9637,"Scooby-Doo",2002,84000000,275650703,6.091,86860,13,466942074.501996,142292886.726894,191650703,324649187.775102,"No",1
"1692",11544,"Lilo & Stitch",2002,80000000,273144151,7.519,97461,14,462696068.313769,135517034.977994,193144151,327179033.335775,"No",1
"1693",565,"The Ring",2002,48000000,249348933,6.671,14563,15,422387850.938581,81310220.9867964,201348933,341077629.951785,"No",1
"1694",65,"8 Mile",2002,41000000,242875078,7.138,NA,16,411421380.507613,69452480.4262219,201875078,341968900.081391,"No",1
"1695",2501,"The Bourne Identity",2002,60000000,214034224,7.468,31562,17,362566042.753698,101637776.233496,154034224,260928266.520202,"No",1
"1696",9533,"Red Dragon",2002,78000000,209196298,7,9743,18,354370775.416661,132129109.103544,131196298,222241666.313117,"Yes",3
"1697",2642,"Two Weeks Notice",2002,60000000,199043242,6.358,NA,19,337171874.853092,101637776.233496,139043242,235534098.619596,"No",1
"1698",4547,"Panic Room",2002,48000000,197100000,6.785,NA,20,333880094.927033,81310220.9867964,149100000,252569873.940236,"No",1
"1699",4614,"The Sum of All Fears",2002,68000000,193921372,6.355,NA,21,328495616.903807,115189479.731295,125921372,213306137.172512,"No",1
"1700",3131,"Gangs of New York",2002,100000000,193800000,7.323,NA,22,328290017.234191,169396293.722493,93800000,158893723.511698,"No",1
"1701",4147,"Road to Perdition",2002,80000000,181001478,7.355,NA,23,306609795.314933,135517034.977994,101001478,171092760.336939,"No",1
"1702",11529,"Sweet Home Alabama",2002,30000000,180622424,6.4,NA,24,305967691.887726,50818888.1167478,150622424,255148803.770978,"No",1
"1703",9021,"The Santa Clause 2",2002,65000000,172842355,5.955,53159,25,292788543.352673,110107590.91962,107842355,182680952.433053,"Yes",2
"1704",122,"The Lord of the Rings: The Return of the King",2003,94000000,1118888979,8.5,119,1,1853285128.74573,155698023.103058,1024888979,1697587105.64267,"Yes",3
"1705",12,"Finding Nemo",2003,94000000,940335536,7.819,137697,2,1557536000.09313,155698023.103058,846335536,1401837976.99007,"No",1
"1706",604,"The Matrix Reloaded",2003,150000000,738599701,7.1,2344,3,1223388439.47031,248454292.185731,588599701,974934147.284584,"Yes",2
"1707",22,"Pirates of the Caribbean: The Curse of the Black Pearl",2003,140000000,655011224,7.8,295,4,1084935666.88419,231890672.706682,515011224,853044994.177511,"No",1
"1708",310,"Bruce Almighty",2003,80000000,484600000,6.7,124949,5,802672999.9547,132508955.83239,404600000,670164044.122311,"No",1
"1709",616,"The Last Samurai",2003,140000000,456800000,7.59,NA,6,756626137.802945,231890672.706682,316800000,524735465.096263,"No",1
"1710",296,"Terminator 3: Rise of the Machines",2003,200000000,4.35e+08,6.164,528,7,720517447.338619,331272389.580974,2.35e+08,389245057.757644,"Yes",3
"1711",605,"The Matrix Revolutions",2003,150000000,424988211,6.732,2344,8,703934301.008566,248454292.185731,274988211,455480008.822835,"Yes",3
"1712",36658,"X2",2003,110000000,407711549,7.034,748,9,675317895.484952,182199814.269536,297711549,493118081.215416,"Yes",2
"1713",8961,"Bad Boys II",2003,130000000,273339556,6.648,14890,10,452749239.415612,215327053.227633,143339556,237422186.187979,"Yes",2
"1714",6964,"Something's Gotta Give",2003,80000000,2.7e+08,6.6,NA,11,447217725.934315,132508955.83239,1.9e+08,314708770.101925,"No",1
"1715",9471,"Charlie's Angels: Full Throttle",2003,120000000,259175788,5.474,86029,12,429288913.06146,198763433.748584,139175788,230525479.312875,"Yes",2
"1716",10009,"Brother Bear",2003,128000000,250397798,7.265,96472,13,414749384.44637,212014329.331823,122397798,202735055.114547,"No",1
"1717",1927,"Hulk",2003,137000000,245360480,5.556,NA,14,406405762.591674,226921586.862967,108360480,179484175.728707,"No",1
"1718",584,"2 Fast 2 Furious",2003,76000000,236350661,6.5,9485,15,391482241.242564,125883508.04077,160350661,265598733.201793,"Yes",2
"1719",8273,"American Wedding",2003,55000000,231449203,6.216,2806,16,383363652.72211,91099907.1347679,176449203,292263745.587342,"Yes",3
"1720",10719,"Elf",2003,32000000,228500000,6.658,NA,17,378478705.096263,53003582.3329558,196500000,325475122.763307,"No",1
"1721",4256,"Scary Movie 3",2003,48000000,220673217,6,4246,18,365514719.560554,79505373.4994338,172673217,286009346.06112,"Yes",3
"1722",8619,"Master and Commander: The Far Side of the World",2003,150000000,2.12e+08,7.155,NA,19,351148732.955832,248454292.185731,6.2e+07,102694440.770102,"No",1
"1723",9257,"S.W.A.T.",2003,80000000,207700000,6.161,221111,20,344026376.579842,132508955.83239,127700000,211517420.747452,"No",1
"1724",12279,"Spy Kids 3-D: Game Over",2003,38000000,197101678,5.1,86486,21,326471719.307398,62941754.0203851,159101678,263529965.287013,"Yes",3
"1725",9506,"Anger Management",2003,75000000,195745823,6.1,NA,22,324225932.678522,124227146.092865,120745823,199998786.585657,"No",1
"1726",11007,"Cheaper by the Dozen",2003,40000000,190212113,6.3,114783,23,315060106.003781,66254477.9161948,150212113,248805628.087586,"No",1
"1727",10756,"The Haunted Mansion",2003,90000000,182290266,5.671,NA,24,301938660.075857,149072575.311438,92290266,152866084.764419,"No",1
"1728",24,"Kill Bill: Vol. 1",2003,30000000,180906076,8,2883,25,299645940.431186,49690858.4371461,150906076,249955081.99404,"No",1
"1729",809,"Shrek 2",2004,150000000,935454538,7.284,2150,1,1509050448.41588,241976021.353569,785454538,1267074427.06231,"Yes",2
"1730",558,"Spider-Man 2",2004,200000000,788976453,7.288,556,2,1272755886.92394,322634695.138092,588976453,950121191.78585,"Yes",2
"1731",9806,"The Incredibles",2004,92000000,631442092,7.709,468222,3,1018625634.2489,148411959.763523,539442092,870213674.485374,"No",1
"1732",615,"The Passion of the Christ",2004,30000000,612060372,7.5,985311,4,987359557.631637,48395204.2707139,582060372,938964353.360923,"No",1
"1733",435,"The Day After Tomorrow",2004,125000000,552639571,6.538,NA,5,891503497.554156,201646684.461308,427639571,689856813.092848,"No",1
"1734",693,"Meet the Fockers",2004,80000000,516642939,6.248,51509,6,833434685.597565,129053878.055237,436642939,704380807.542328,"Yes",2
"1735",652,"Troy",2004,175000000,497400000,7.165,NA,7,802392486.808436,282305358.245831,322400000,520087128.562605,"No",1
"1736",10555,"Shark Tale",2004,75000000,367300000,6.028,NA,8,592518617.621107,120988010.676785,292300000,471530606.944322,"No",1
"1737",163,"Ocean's Twelve",2004,110000000,362744280,6.6,304,9,585169450.954434,177449082.325951,252744280,407720368.628483,"Yes",2
"1738",2059,"National Treasure",2004,100000000,347500000,6.6,52984,10,560577782.802436,161317347.569046,247500000,399260435.233389,"No",1
"1739",2048,"I, Robot",2004,120000000,347234916,7,NA,11,560150156.324806,193580817.082855,227234916,366569339.24195,"No",1
"1740",5255,"The Polar Express",2004,165000000,318432432,6.722,1234824,12,513686753.102007,266173623.488926,153432432,247513129.613081,"No",1
"1741",7131,"Van Helsing",2004,160000000,300257475,6.4,NA,13,484367394.547792,258107756.110474,140257475,226259638.437318,"No",1
"1742",2502,"The Bourne Supremacy",2004,75000000,288500217,7.325,31562,14,465400897.795343,120988010.676785,213500217,344412887.118558,"Yes",2
"1743",6947,"The Village",2004,60000000,256700000,6.476,NA,15,414101631.209742,96790408.5414277,196700000,317311222.668314,"No",1
"1744",1777,"Fahrenheit 9/11",2004,6000000,222400000,7.078,NA,16,358769780.993559,9679040.85414277,216400000,349090740.139416,"No",1
"1745",1538,"Collateral",2004,65000000,220239925,7.2,NA,17,355285205.298057,104856275.91988,155239925,250428929.378177,"No",1
"1746",594,"The Terminal",2004,60000000,219417255,7.344,NA,18,353958095.87481,96790408.5414277,159417255,257167687.333383,"No",1
"1747",70,"Million Dollar Baby",2004,30000000,216763646,7.955,NA,19,349677364.221157,48395204.2707139,186763646,301282159.950443,"No",1
"1748",2567,"The Aviator",2004,110000000,213700000,7.224,NA,20,344735171.755052,177449082.325951,103700000,167286089.429101,"No",1
"1749",11774,"Lemony Snicket's A Series of Unfortunate Events",2004,140000000,209073645,6.817,NA,21,337272058.579924,225844286.596665,69073645,111427771.983259,"No",1
"1750",9477,"King Arthur",2004,120000000,203600000,6.29,NA,22,328442119.650578,193580817.082855,83600000,134861302.567723,"No",1
"1751",8920,"Garfield",2004,50000000,200800000,5.715,86115,23,323925233.918645,80658673.7845231,150800000,243266560.134122,"No",1
"1752",1824,"50 First Dates",2004,75000000,196482882,6.865,NA,24,316960973.669619,120988010.676785,121482882,195972962.992834,"No",1
"1753",1970,"The Grudge",2004,10000000,183474602,5.904,1974,25,295976361.409264,16131734.7569046,173474602,279844626.65236,"No",1
"1754",1895,"Star Wars: Episode III - Revenge of the Sith",2005,113000000,8.5e+08,7.4,10,1,1326202752.29358,176306954.12844,7.37e+08,1149895798.16514,"Yes",6
"1755",411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,180000000,745013115,7.1,420,2,1162398168.95037,280842935.779817,565013115,881555233.17055,"No",1
"1756",74,"War of the Worlds",2005,132000000,603873119,6.513,NA,3,942186108.769303,205951486.238532,471873119,736234622.530771,"No",1
"1757",254,"King Kong",2005,207000000,562363449,6.888,NA,4,877421122.180128,322969376.146789,355363449,554451746.033339,"No",1
"1758",953,"Madagascar",2005,75000000,542064525,6.9,14740,5,845749958.794954,117017889.908257,467064525,728732068.886697,"No",1
"1759",787,"Mr. & Mrs. Smith",2005,110000000,487300000,6.687,NA,6,760304236.697248,171626238.53211,377300000,588677998.165138,"No",1
"1760",118,"Charlie and the Chocolate Factory",2005,150000000,4.75e+08,7.049,NA,7,741113302.752293,234035779.816514,3.25e+08,507077522.93578,"No",1
"1761",272,"Batman Begins",2005,150000000,374218673,7.7,263,8,583870393.049706,234035779.816514,224218673,349834613.233193,"No",1
"1762",8488,"Hitch",2005,70000000,371600000,6.564,NA,9,579784638.53211,109216697.247706,301600000,470567941.284404,"No",1
"1763",9738,"Fantastic Four",2005,100000000,333535934,5.785,9744,10,520395616.070128,156023853.211009,233535934,364371762.859119,"No",1
"1764",9982,"Chicken Little",2005,150000000,314400000,5.9,NA,11,490538994.495413,234035779.816514,164400000,256503214.678899,"No",1
"1765",9522,"Wedding Crashers",2005,40000000,288500000,6.485,NA,12,450128816.513761,62409541.2844037,248500000,387719275.229358,"No",1
"1766",9928,"Robots",2005,75000000,262511490,6.5,NA,13,409580541.819633,117017889.908257,187511490,292562651.911376,"No",1
"1767",561,"Constantine",2005,100000000,230900000,7.1,1025281,14,360259077.06422,156023853.211009,130900000,204235223.853211,"No",1
"1768",9315,"Flightplan",2005,55000000,223387299,6.451,NA,15,348537471.483798,85813119.266055,168387299,262724352.217743,"No",1
"1769",1495,"Kingdom of Heaven",2005,130000000,218100001,7,NA,16,340288025.41345,202831009.174312,88100001,137457016.239138,"No",1
"1770",7552,"Fun with Dick and Jane",2005,100000000,202026112,6.2,NA,17,315208924.434789,156023853.211009,102026112,159185071.22378,"No",1
"1771",10022,"The Pacifier",2005,56000000,198636868,6.057,NA,18,309920895.351266,87373357.7981651,142636868,222547537.553101,"No",1
"1772",533,"Wallace & Gromit: The Curse of the Were-Rabbit",2005,30000000,192610372,7.1,NA,19,300518124.078459,46807155.9633027,162610372,253710968.115156,"No",1
"1773",9291,"The Longest Yard",2005,82000000,190300000,6.659,NA,20,296913392.66055,127939559.633028,108300000,168973833.027523,"No",1
"1774",69,"Walk the Line",2005,28000000,186800000,7.5,NA,21,291452557.798165,43686678.8990826,158800000,247765878.899083,"No",1
"1775",142,"Brokeback Mountain",2005,14000000,178043761,7.8,NA,22,277790736.314,21843339.4495413,164043761,255947396.864459,"No",1
"1776",6957,"The 40 Year Old Virgin",2005,26000000,177400000,6.406,NA,23,276786315.59633,40566201.8348624,151400000,236220113.761468,"No",1
"1777",1635,"The Island",2005,126000000,162949164,6.674,NA,24,254239564.447927,196590055.045872,36949164,57649509.4020551,"No",1
"1778",179,"The Interpreter",2005,80000000,162944923,6.303,NA,25,254232947.476312,124819082.568807,82944923,129413864.907505,"No",1
"1779",58,"Pirates of the Caribbean: Dead Man's Chest",2006,200000000,1065700000,7.365,295,1,1610783236.86495,302295812.492249,865700000,1308487424.3727,"Yes",2
"1780",591,"The Da Vinci Code",2006,125000000,767800000,6.724,115776,2,1160513624.15774,188934882.807656,642800000,971578741.350089,"No",1
"1781",950,"Ice Age: The Meltdown",2006,80000000,660998756,6.71,8354,3,999085780.00693,120918324.9969,580998756,878167455.01003,"Yes",2
"1782",1593,"Night at the Museum",2006,110000000,574480841,6.586,85943,4,868315762.956628,166262696.870737,464480841,702053066.085891,"No",1
"1783",920,"Cars",2006,120000000,461983149,6.986,87118,5,698277856.923414,181377487.49535,341983149,516900369.428065,"No",1
"1784",36668,"X-Men: The Last Stand",2006,210000000,459359555,6.409,748,6,694312349.524015,317410603.116862,249359555,376901746.407154,"Yes",3
"1785",956,"Mission: Impossible III",2006,150000000,398479497,6.739,87359,7,602293416.535589,226721859.369187,248479497,375571557.166402,"Yes",3
"1786",1452,"Superman Returns",2006,223000000,391081192,5.8,NA,8,591111033.430387,337059830.928858,168081192,254051202.501529,"No",1
"1787",9836,"Happy Feet",2006,100000000,384335608,6.198,92012,9,580915224.450313,151147906.246125,284335608,429767318.204188,"No",1
"1788",7518,"Over the Hedge",2006,80000000,343397247,6.561,NA,10,519037748.947333,120918324.9969,263397247,398119423.950433,"No",1
"1789",350,"The Devil Wears Prada",2006,35000000,326706115,7.394,1314623,11,493809452.400556,52901767.1861436,291706115,440907685.214412,"No",1
"1790",1402,"The Pursuit of Happyness",2006,55000000,307077295,7.897,NA,12,464140901.949735,83131348.4353685,252077295,381009553.514367,"No",1
"1791",1422,"The Departed",2006,90000000,291465000,8.2,NA,13,440543244.940267,136033115.621512,201465000,304510129.318755,"No",1
"1792",496,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,18000000,262552893,6.8,747168,14,396843200.558128,27206623.1243024,244552893,369636577.433825,"No",1
"1793",2486,"Eragon",2006,100000000,249300000,5.105,NA,15,376811730.271589,151147906.246125,149300000,225663824.025464,"No",1
"1794",9339,"Click",2006,82500000,240685326,6.294,NA,16,363790830.890659,124697022.653053,158185326,239093808.237607,"No",1
"1795",9767,"The Break-Up",2006,52000000,205700000,5.89,NA,17,310911243.148278,78596911.2479848,153700000,232314331.900293,"No",1
"1796",7484,"Open Season",2006,85000000,197300000,6.149,66761,18,298214819.023604,128475720.309206,112300000,169739098.714398,"No",1
"1797",1581,"The Holiday",2006,85000000,194168700,7.1,NA,19,293481924.635319,128475720.309206,109168700,165006204.326113,"No",1
"1798",388,"Inside Man",2006,45000000,186003591,7.399,631194,20,281140533.339105,68016557.8107561,141003591,213123975.528349,"No",1
"1799",503,"Poseidon",2006,160000000,181700000,5.9,NA,21,274635745.649208,241836649.993799,21700000,32799095.655409,"No",1
"1800",7551,"Déjà Vu",2006,75000000,180557550,6.867,NA,22,272908956.3943,113360929.684593,105557550,159548026.709706,"No",1
"1801",565916,"The Visual Effects of 'Scary Movie 4'",2006,45000000,178262620,4.3,NA,23,269440217.749485,68016557.8107561,133262620,201423659.938729,"No",1
"1802",4257,"Scary Movie 4",2006,45000000,178262620,5.5,4246,24,269440217.749485,68016557.8107561,133262620,201423659.938729,"Yes",4
"1803",11619,"Flushed Away",2006,149000000,178120010,6.3,NA,25,269224665.720388,225210380.306726,29120010,44014285.4136621,"No",1
"1804",285,"Pirates of the Caribbean: At World's End",2007,300000000,9.61e+08,7.257,295,1,1412244664.12042,440867220.849247,6.61e+08,971377443.271175,"Yes",3
"1805",559,"Spider-Man 3",2007,258000000,894983373,6.434,556,2,1315229441.20265,379145809.930353,636983373,936083631.272299,"Yes",3
"1806",810,"Shrek the Third",2007,160000000,813367380,6.3,2150,3,1195290054.50011,235129184.452932,653367380,960160870.047181,"Yes",3
"1807",1858,"Transformers",2007,150000000,709709780,6.8,8650,4,1042959261.06044,220433610.424624,559709780,822525650.635812,"No",1
"1808",2062,"Ratatouille",2007,150000000,623726000,7.825,NA,5,916601160.638059,220433610.424624,473726000,696167550.213435,"No",1
"1809",6479,"I Am Legend",2007,150000000,585410052,7.208,945984,6,860293675.608178,220433610.424624,435410052,639860065.183554,"No",1
"1810",35,"The Simpsons Movie",2007,75000000,527068851,7,NA,7,774557931.788587,110216805.212312,452068851,664341126.576275,"No",1
"1811",6637,"National Treasure: Book of Secrets",2007,130000000,459200000,6.361,52984,8,674820759.379915,191042462.368007,329200000,483778297.011908,"Yes",2
"1812",1271,"300",2007,65000000,456082343,7.188,125570,9,670239183.456077,95521231.1840036,391082343,574717952.272074,"No",1
"1813",2503,"The Bourne Ultimatum",2007,70000000,442824138,7.428,31562,10,650755490.150079,102869018.198158,372824138,547886471.951921,"Yes",3
"1814",1571,"Live Free or Die Hard",2007,110000000,383531464,6.628,1570,11,563621502.139744,161651314.311391,273531464,401970187.828353,"Yes",4
"1815",2268,"The Golden Compass",2007,180000000,372200000,6.073,NA,12,546969265.333633,264520332.509548,192200000,282448932.824085,"No",1
"1816",6477,"Alvin and the Chipmunks",2007,60000000,361366633,5.809,167613,13,531049010.6612,88173444.1698495,301366633,442875566.49135,"No",1
"1817",4523,"Enchanted",2007,85000000,340487652,6.831,531799,14,500366149.569086,124912379.24062,255487652,375453770.328466,"No",1
"1818",298,"Ocean's Thirteen",2007,85000000,311312624,6.723,304,15,457491771.193889,124912379.24062,226312624,332579391.953269,"Yes",3
"1819",1979,"Fantastic Four: Rise of the Silver Surfer",2007,130000000,301913131,5.608,9744,16,443678676.672883,191042462.368007,171913131,252636214.304875,"Yes",2
"1820",5559,"Bee Movie",2007,150000000,287594577,6.023,NA,17,422636739.64435,220433610.424624,137594577,202203129.219726,"No",1
"1821",4982,"American Gangster",2007,100000000,266500000,7.6,NA,18,391637047.854415,146955740.283082,166500000,244681307.571332,"No",1
"1822",5174,"Rush Hour 3",2007,140000000,258097122,6.478,90863,19,379288536.284431,205738036.396315,118097122,173550499.888115,"Yes",3
"1823",11199,"Wild Hogs",2007,60000000,253625427,5.966,NA,20,372717123.793979,88173444.1698495,193625427,284543679.624129,"No",1
"1824",7326,"Juno",2007,7500000,232372681,7.054,NA,21,341484993.579196,11021680.5212312,224872681,330463313.057965,"No",1
"1825",1250,"Ghost Rider",2007,110000000,228738393,5.6,90306,22,336144198.744776,161651314.311391,118738393,174492884.433386,"No",1
"1826",4964,"Knocked Up",2007,30000000,219900000,6.288,779062,23,323155672.882498,44086722.0849247,189900000,279068950.797574,"No",1
"1827",2310,"Beowulf",2007,70000000,195735876,5.905,NA,24,287645105.575376,102869018.198158,125735876,184776087.377219,"No",1
"1828",23827,"Paranormal Activity",2007,215000,193355800,6,41437,25,284147447.270276,315954.841608627,193140800,283831492.428668,"No",1
"1829",155,"The Dark Knight",2008,185000000,1004558444,8.518,263,1,1421676703.41807,261816713.306472,819558444,1159859990.1116,"Yes",2
"1830",217,"Indiana Jones and the Kingdom of the Crystal Skull",2008,185000000,786636033,6,84,2,1113267355.2892,261816713.306472,601636033,851450641.982725,"Yes",4
"1831",9502,"Kung Fu Panda",2008,130000000,632091832,7.295,77816,3,894552464.660036,183979312.053196,502091832,710573152.606839,"No",1
"1832",8960,"Hancock",2008,150000000,629400000,6.347,1036499,4,890742915.432937,212283821.599842,479400000,678459093.833095,"No",1
"1833",11631,"Mamma Mia!",2008,52000000,609841637,6.979,458558,5,863063421.820424,73591724.8212786,557841637,789471696.999146,"No",1
"1834",10527,"Madagascar: Escape 2 Africa",2008,150000000,603900354,6.51,14740,6,854655166.750783,212283821.599842,453900354,642371345.150941,"Yes",2
"1835",1726,"Iron Man",2008,140000000,585174222,7.648,131292,7,828153467.652496,198131566.826519,445174222,630021900.825977,"No",1
"1836",10681,"WALL·E",2008,180000000,521311860,8.1,NA,8,737773825.907479,254740585.919811,341311860,483033239.987669,"No",1
"1837",2454,"The Chronicles of Narnia: Prince Caspian",2008,225000000,419665568,6.619,420,9,593921403.792723,318425732.399763,194665568,275495671.392959,"Yes",2
"1838",4564,"Sex and the City",2008,65000000,418800000,6.6,50457,10,592696429.906759,91989656.0265982,353800000,500706773.880161,"No",1
"1839",1735,"The Mummy: Tomb of the Dragon Emperor",2008,145000000,403449830,5.49,1733,11,570972478.241377,205207694.213181,258449830,365764784.028197,"Yes",3
"1840",8966,"Twilight",2008,37000000,393616788,6.292,33514,12,557056506.683299,52363342.6612944,356616788,504693164.022005,"No",1
"1841",8909,"Wanted",2008,75000000,342463063,6.527,NA,13,484662451.80285,106141910.799921,267463063,378520541.002929,"No",1
"1842",4922,"The Curious Case of Benjamin Button",2008,150000000,335800000,7.591,NA,14,475232715.28818,212283821.599842,185800000,262948893.688338,"No",1
"1843",13053,"Bolt",2008,150000000,309979994,6.52,NA,15,438691584.972107,212283821.599842,159979994,226407763.372265,"No",1
"1844",12222,"Horton Hears a Who!",2008,85000000,298572799,6.497,NA,16,422547831.98321,120294165.573244,213572799,302253666.409966,"No",1
"1845",13223,"Gran Torino",2008,33000000,2.7e+08,7.99,NA,17,382110878.879716,46702440.7519653,2.37e+08,335408438.127751,"No",1
"1846",7840,"10,000 BC",2008,105000000,269784201,5.486,NA,18,381805474.636933,148598675.119889,164784201,233206799.517043,"No",1
"1847",1724,"The Incredible Hulk",2008,150000000,264770996,6.2,NA,19,374710659.197843,212283821.599842,114770996,162426837.598001,"No",1
"1848",14306,"Marley & Me",2008,60000000,255700000,7.193,230532,20,361873154.553864,84913528.6399368,195700000,276959625.913927,"No",1
"1849",11887,"High School Musical 3: Senior Year",2008,11000000,252909177,6.555,87253,21,357923510.741539,15567480.2506551,241909177,342356030.490884,"Yes",3
"1850",10200,"The Day the Earth Stood Still",2008,80000000,233093859,5.6,NA,22,329880367.866498,113218038.186582,153093859,216662329.679916,"No",1
"1851",11665,"Get Smart",2008,80000000,230685453,6.2,108669,23,326471930.335538,113218038.186582,150685453,213253892.148956,"Yes",4
"1852",10201,"Yes Man",2008,70000000,223200000,6.677,NA,24,315878326.540565,99065783.4132596,153200000,216812543.127305,"No",1
"1853",8247,"Jumper",2008,85000000,222231186,6.155,NA,25,314507236.284969,120294165.573244,137231186,194213070.711725,"No",1
"1854",19995,"Avatar",2009,237000000,2923706026,7.584,87096,1,4152467198.30802,336605225.438969,2686706026,3815861972.86905,"No",1
"1855",8355,"Ice Age: Dawn of the Dinosaurs",2009,90000000,886686817,6.756,8354,2,1259339307.72172,127824769.154039,796686817,1131514538.56768,"Yes",3
"1856",8373,"Transformers: Revenge of the Fallen",2009,200000000,836303693,6.2,8650,3,1187781405.55995,284055042.56453,636303693,903726362.995415,"Yes",2
"1857",14161,"2012",2009,200000000,791217826,5.847,NA,4,1123747066.21123,284055042.56453,591217826,839692023.646696,"No",1
"1858",14160,"Up",2009,175000000,735099082,7.959,NA,5,1044043005.13329,248548162.243964,560099082,795494842.889322,"No",1
"1859",18239,"The Twilight Saga: New Moon",2009,50000000,709827462,5.995,33514,6,1008150349.65941,71013760.6411326,659827462,937136589.018281,"Yes",2
"1860",10528,"Sherlock Holmes",2009,90000000,524028679,7.214,102322,7,744264943.591898,127824769.154039,434028679,616440174.43786,"No",1
"1861",13448,"Angels & Demons",2009,150000000,485900000,6.717,115776,8,690111725.910527,213041281.923398,335900000,477070443.987129,"Yes",2
"1862",18785,"The Hangover",2009,35000000,469310836,7.322,86119,9,666550547.479877,49709632.4487928,434310836,616840915.031084,"No",1
"1863",23398,"Alvin and the Chipmunks: The Squeakquel",2009,75000000,443140005,5.628,167613,10,629380764.911606,106520640.961699,368140005,522860123.949907,"Yes",2
"1864",18360,"Night at the Museum: Battle of the Smithsonian",2009,150000000,413106170,6.143,85943,11,586724453.515101,213041281.923398,263106170,373683171.591703,"Yes",2
"1865",13475,"Star Trek",2009,150000000,386839614,7.429,115575,12,549418715.102083,213041281.923398,236839614,336377433.178685,"No",1
"1866",15512,"Monsters vs Aliens",2009,175000000,381509870,6.216,NA,13,541849011.808192,248548162.243964,206509870,293300849.564228,"No",1
"1867",2080,"X-Men Origins: Wolverine",2009,150000000,373062864,6.274,453993,14,529851938.563828,213041281.923398,223062864,316810656.64043,"No",1
"1868",534,"Terminator Salvation",2009,200000000,371353001,6.062,528,15,527423462.527606,284055042.56453,171353001,243368419.963075,"Yes",4
"1869",13804,"Fast & Furious",2009,85000000,363164265,6.683,9485,16,515793203.762457,120723393.089925,278164265,395069810.672532,"Yes",4
"1870",17979,"A Christmas Carol",2009,200000000,325286646,6.886,NA,17,461996560.376017,284055042.56453,125286646,177941517.811486,"No",1
"1871",20943,"The Ugly Truth",2009,38000000,321700000,6.5,NA,18,456902535.965047,53970458.0872608,283700000,402932077.877786,"No",1
"1872",16869,"Inglourious Basterds",2009,70000000,321457747,8.215,NA,19,456558470.033915,99419264.8975857,251457747,357139205.13633,"No",1
"1873",18240,"The Proposal",2009,40000000,317400000,7.152,NA,20,450795352.54991,56811008.5129061,277400000,393984344.037004,"No",1
"1874",22881,"The Blind Side",2009,29000000,309200000,7.672,NA,21,439149095.804764,41187981.1718569,280200000,397961114.632907,"No",1
"1875",14869,"G.I. Joe: The Rise of Cobra",2009,175000000,302500000,5.774,135468,22,429633251.878852,248548162.243964,127500000,181085089.634888,"No",1
"1876",19585,"G-Force",2009,150000000,292817841,5.449,NA,23,415881921.444545,213041281.923398,142817841,202840639.521147,"No",1
"1877",10198,"The Princess and the Frog",2009,105000000,270997378,7.2,NA,24,384890858.713331,149128897.346379,165997378,235761961.366952,"No",1
